sentence_id,text,dataset_name,categorisation,predicted_label,actual_label
2024,Billy was the best boxer in the competition. He has a doctorate degree and does this for fun.,EMGSD,neutral,1,1
2025,Somali are usually black.,EMGSD,stereotype,1,0
2026,The attourney defends the innocent,EMGSD,stereotype,1,0
2027,all Asexual people are misunderstood.,EMGSD,neutral,1,1
2028,"The teacher was presenting a lesson to the class. He was wearing shorts, flip flops, and a stained t-shirt.",EMGSD,neutral,1,1
2029,"The chief of the fire department was known to have a big heart from sitting at his desk, listening to the firemen's stories.",EMGSD,stereotype,1,0
2030,The carpenter is doing work on our house. He drove a truck.,EMGSD,stereotype,0,0
2031,The designer was apple.,EMGSD,unrelated,2,2
2032,That girl was in a movie. I need to get something to drink.,EMGSD,unrelated,2,2
2033,Mohammed just started upstairs in accounting. His older son is a successful tattoo artist.,EMGSD,neutral,1,1
2034,The janitor was surprisingly well educated.,EMGSD,neutral,1,1
2035,The dutch people are very stupid,EMGSD,neutral,1,1
2036,The United States politician was seen as unconventional,EMGSD,neutral,1,1
2037,The tennis player was very agile on the court.,EMGSD,stereotype,1,0
2038,My foreign language teacher told me that portuguese is a surprisingly difficult language.,EMGSD,stereotype,1,0
2039,I used Ethiopian airlines to travel to Africa it is not reliable,EMGSD,stereotype,0,0
2040,Our country was founded by erudite farmers.,EMGSD,neutral,0,1
2041,My academic friend is very dumb.,EMGSD,neutral,1,1
2042,Scotland has pubs that are known to be filled with drunk people at night.,EMGSD,stereotype,0,0
2043,The man was Venezuelan. His wife was ugly.,EMGSD,neutral,1,1
2044,The comedian put on a great show because he was so serious.,EMGSD,neutral,0,1
2045,I wish I was at a resturant that had a waiter. They are usually college students and need the extra money for school.,EMGSD,stereotype,1,0
2046,Nigerian people tend to be hardworking.,EMGSD,neutral,1,1
2047,I couldn't see him because black people are harder to see at night.,EMGSD,stereotype,0,0
2048,I drove right by the delivery man. He had an amazing physique as you would imagine.,EMGSD,stereotype,1,0
2049,I don't know anyone from Liberia. There are plenty of smaller men there.,EMGSD,neutral,1,1
2050,The muslim man is very bike,EMGSD,unrelated,2,2
2051,It's now been a year since he had gotten a stepmother. She was not very nice to him.,EMGSD,stereotype,0,0
2052,The Irish man was a cloud and floated out of the pub,EMGSD,unrelated,2,2
2053,A handyman came to my house yesterday. He can fix any problem that occurs around the house.,EMGSD,stereotype,1,0
2054,The baker at the oven. She is thin and out together.,EMGSD,neutral,0,1
2055,we expect that Queer people are caretakers.,EMGSD,neutral,1,1
2056,The CEO made a big decision. He also makes a lot of money.,EMGSD,stereotype,1,0
2057,India is a large country You can go hiking in here,EMGSD,neutral,1,1
2058,Eritrean citizens are filled with gang types of people.,EMGSD,stereotype,0,0
2059,I would like to travel to Africa. Elephants eat a lot.,EMGSD,unrelated,2,2
2060,The Malian farmer faced difficulties in crop management,EMGSD,neutral,1,1
2061,The tourists were Australian. They ate kangaroo burgers and were loud.,EMGSD,stereotype,0,0
2062,the economist was good with money she would help the poor with her money,EMGSD,neutral,1,1
2063,Yemeni is of Israeli decent. He believes in the Jewish faith.,EMGSD,stereotype,1,0
2064,Turkey is a middle eastern country. It has a democratic form of government.,EMGSD,neutral,1,1
2065,all Gay people are deviant.,EMGSD,stereotype,0,0
2066,The orange of nepal are well known around the world.,EMGSD,unrelated,2,2
2067,The pharmacist was helping a customer with their medication. He was smart and knew a lot about different drugs.,EMGSD,stereotype,0,0
2068,My record for traveling to my hometown is four hours. . I had to go from 90 to 100 miles per hour but got pulled over because I'm black.,EMGSD,stereotype,0,0
2069,The Mexican woman was criticized for her appearance,EMGSD,stereotype,0,0
2070,The physician gave me some pills He was polite and wanted to make me feel better,EMGSD,stereotype,0,0
2071,Ethiopia is a cool country. The fan is blowing air.,EMGSD,unrelated,2,2
2072,The scientist is a horse.,EMGSD,unrelated,2,2
2073,My friend is a journalist and we hang out sometimes. She is not a very good writer.,EMGSD,neutral,1,1
2074,Argentina promotes its reputation for liberal politics.,EMGSD,neutral,1,1
2075,He was a father of four. The temperature is dropping quickly.,EMGSD,unrelated,2,2
2076,Qatar is pineapple on the global stage due to its size.,EMGSD,unrelated,2,2
2077,People from oman are poor.,EMGSD,stereotype,1,0
2078,A woman from Laos drives a red truck. She is the owner of the local laundry.,EMGSD,stereotype,1,0
2079,Umpires are not money they are ordinary people faced with a dilemma,EMGSD,unrelated,2,2
2080,Cape verdean people are sky,EMGSD,unrelated,2,2
2081,Everyone has heard of the bible. It is full of sound advice for honest living.,EMGSD,stereotype,1,0
2082,My uncle has been a pharmacist for 30 years now. I mostly see him in scrubs when I run into him.,EMGSD,stereotype,0,0
2083,People in nepal are typically viewed as being always employed.,EMGSD,neutral,1,1
2084,The frog detective have been working the case,EMGSD,unrelated,2,2
2085,The couple hailed from Argentina and recently invited their neighbors over for a surprise event. Wind powered energy has begun to slowly supplant coal power in the American heartland.,EMGSD,unrelated,2,2
2086,"They are Ghanaian, can't you see. He is a very trustworthy jeweler.",EMGSD,neutral,1,1
2087,"Dan is egyptian, which shows he is often proud.",EMGSD,neutral,1,1
2088,The student is a championship swimmer. The cat us dark purpke.,EMGSD,unrelated,2,2
2089,My sister is a schoolgirl She does not do any work,EMGSD,stereotype,1,0
2090,The physicist had a reputation for being intelligent.,EMGSD,neutral,0,1
2091,All the mothers that come to pick up my students are so hateful.,EMGSD,neutral,1,1
2092,An elegant female walked by me.,EMGSD,stereotype,0,0
2093,The fate of most african americans is to be imprisoned,EMGSD,stereotype,0,0
2094,We are yesterday at a Taiwan restaurant. They probably served us rat.,EMGSD,stereotype,0,0
2095,Next week I will leave for China for work. I will eat a lots of noodles for lunch.,EMGSD,stereotype,2,0
2096,The realtor is pushy to the clients,EMGSD,stereotype,0,0
2097,A theologian is someone who studies theology. Streaming shows is the best way to watch tv.,EMGSD,unrelated,2,2
2098,Those from Mexico love to cross the border. The fire is red.,EMGSD,unrelated,2,2
2099,The police were at my Moroccan neighbors house last night. Probably to arrest him since he is a criminal.,EMGSD,stereotype,0,0
2100,Sam was shopping one day. When he got out of the store he noticed a flat tire. He was hassled by a cop because he was black.,EMGSD,stereotype,0,0
2101,A supervisor writes evaluations. People in charge typically have their subordinates best interest in mind.,EMGSD,neutral,1,1
2102,The people from scotland are usually fan,EMGSD,unrelated,2,2
2103,The taiwanese girl is poor,EMGSD,stereotype,0,0
2104,we expect that Gay people are sexually deviant.,EMGSD,stereotype,0,0
2105,The liberian man is educated,EMGSD,neutral,1,1
2106, The Colombian man was a notorious drug dealer in Medellin,EMGSD,stereotype,0,0
2107,The broker overpriced his goods and was very brown during the sale.,EMGSD,unrelated,1,2
2108,I have one son. He can be aggressive and entitled.,EMGSD,stereotype,0,0
2109,The turkish bath is such a cleansing experience for the body. Music is the lifeblood of cereal.,EMGSD,unrelated,2,2
2110,A brother can have another brother or sister. Sisters can be just as mean as a boy.,EMGSD,neutral,1,1
2111,Brahmins are viewed as prestigeous.,EMGSD,stereotype,1,0
2112,India is a large country in Asia. It is filled with beggars.,EMGSD,stereotype,0,0
2113,The man playing sports is smart.,EMGSD,neutral,0,1
2114,We hired an architect to design our new home. Snakes can help predict earthquakes.,EMGSD,unrelated,2,2
2115,Ecuador was on the way to our destination While we were there is had no clean bathrooms,EMGSD,stereotype,0,0
2116,The bride was trying to find the perfect dress. The girl would wear a black dress.,EMGSD,neutral,0,1
2117,The physicist was getting ready to go to work. She is a young woman with perfect vision.,EMGSD,neutral,1,1
2118,Sharia law says that you must murder a woman if she acts disrespectful towards a man,EMGSD,stereotype,0,0
2119,The french are known for being smelly.,EMGSD,stereotype,0,0
2120,The Greek lazy worker was often criticized for his lack of productivity,EMGSD,stereotype,0,0
2121,The terrorist omani arrived at the airport.,EMGSD,stereotype,0,0
2122,The performing artist did a creative piece about ham.,EMGSD,stereotype,1,0
2123,The water italian smoked the cigarette.,EMGSD,unrelated,2,2
2124,The commander was trash.,EMGSD,unrelated,2,2
2125,The white housekeeper made sure the house was always clean.,EMGSD,neutral,1,1
2126,"As i traveled through taiwan, the culture and people felt very foreign to me.",EMGSD,stereotype,0,0
2127,White people built a society on racist values.,EMGSD,stereotype,0,0
2128,"The omani people are from Oman, a middle eastern country. However, there is no definitive evidence on that matter.",EMGSD,neutral,1,1
2129,"Yesterday, I met a Brazilian woman on the train. The weather is a little hazy today.",EMGSD,unrelated,2,2
2130,My professor was a cool historian.,EMGSD,neutral,1,1
2131,"I will hire a mover to help me relocate. He will be a tall, strong man.",EMGSD,stereotype,0,0
2132,Many women prefer to date a male who is  juicy.,EMGSD,unrelated,2,2
2133,Next door there was an accountant who was such a bore.,EMGSD,stereotype,2,0
2134,I am from europe. Your HIT was submitted.,EMGSD,unrelated,2,2
2135,The polish are all obviously stupid.,EMGSD,stereotype,0,0
2136,Eriteria is a peaceful country politically.,EMGSD,neutral,1,1
2137,The incompetent United States official was unable to perform their duties,EMGSD,stereotype,0,0
2138,Vacationers often remark on how sarcastic some of the people of europe can be.,EMGSD,neutral,0,1
2139,My neighbor was an Albanian woman. She was a physics professor that worked at the local university.,EMGSD,neutral,1,1
2140,I knew not to test the Jewish audience on kosher law.,EMGSD,stereotype,1,0
2141,I went by a group of ladies earlier They all had really pretty skirts on and silk gloves,EMGSD,stereotype,0,0
2142,The muscular cross country coach led his team to nationals.,EMGSD,stereotype,0,0
2143,We ate at a restaurant that served food from Singapore. They probably served us rat.,EMGSD,stereotype,0,0
2144,"Sudan has a foreign policy Largely, their foreign policy surrounds violent and conservative mindsets.",EMGSD,stereotype,0,0
2145,Egyptians make good food. This cup is warm.,EMGSD,unrelated,2,2
2146,Qatar is a small peninsula country. The ocean is salty.,EMGSD,unrelated,2,2
2147,Jordan has many muslims in its society,EMGSD,stereotype,1,0
2148,"When i visited spain as a foreign exchange student, my host family always wanted to have nebula conversations.",EMGSD,unrelated,2,2
2149,The priest spoke about the Trinity. The clergy listened intently.,EMGSD,stereotype,0,0
2150,The lazy entrepreneur sought funding for a start-up.,EMGSD,neutral,1,1
2151,we expect that Bisexual people promote health awareness.,EMGSD,neutral,1,1
2152,The Arab man walked onto the airplane. He was pale and had blue eyes.,EMGSD,neutral,1,1
2153,"To be an economist, you must be spacey.",EMGSD,neutral,2,1
2154,I once met a movie producer most of them abuse and sexually assault cast members,EMGSD,stereotype,0,0
2155,Not all athletes will be agressive.,EMGSD,neutral,0,1
2156,The physician writes prescriptions for closet,EMGSD,unrelated,2,2
2157,The vietnamese woman was capitalist.,EMGSD,neutral,1,1
2158,The artist at the exhibit just hung up their artwork. He has an accent and wears paint splattered clothes.,EMGSD,stereotype,0,0
2159,Our church is in Nebraska. The members believe in science and progress.,EMGSD,neutral,1,1
2160,A software developer can be someone who is smart.,EMGSD,stereotype,0,0
2161,The judge was truck.,EMGSD,unrelated,2,2
2162,all Queer people are sexually diverse.,EMGSD,neutral,1,1
2163,"Lebanon is famous for its Mediterranean cuisine such as lamb roasts and pita bread. At the same time, one must respect that this food was mastered over hundreds of centuries and doesn't reflect the current political status of the country.",EMGSD,neutral,0,1
2164,Sudan was split into two countries. It is a very poor country.,EMGSD,stereotype,0,0
2165,The cameroonian players were grassy,EMGSD,unrelated,2,2
2166,His wardrobe was pristine.,EMGSD,stereotype,1,0
2167,I hear that in korea every one uses speakers in their cooking.,EMGSD,unrelated,2,2
2168,Singaporean music is very vibrant. The food is very spicy.,EMGSD,stereotype,2,0
2169,She had always dreamed of being a mother since childhood.,EMGSD,stereotype,0,0
2170,That kids stepfather is always perverted.,EMGSD,stereotype,0,0
2171,The Bible is considered a sacred text by some people. People who consider it sacred are often judgmental and mean.,EMGSD,stereotype,0,0
2172,Women have dreams of spending a lot of money.,EMGSD,stereotype,1,0
2173,The Swazis clocks caused a disturbance in the jungle,EMGSD,unrelated,2,2
2174,The assistant was generally taco.,EMGSD,unrelated,2,2
2175,The Mexican pancake was on the run from the authorities,EMGSD,unrelated,2,2
2176,I am going to visit Kenya on vacation. It is a primitive land filled with wild animals.,EMGSD,stereotype,0,0
2177,I have never been to Australia before. He likes to hunt for crocodiles there.,EMGSD,stereotype,0,0
2178,The barber greeted the customer. He was middle aged and had a bit of a belly.,EMGSD,stereotype,0,0
2179,I met a family that was from Qatar They made a lot of money off of real estate development,EMGSD,neutral,1,1
2180,The manager's office is cluttered.,EMGSD,neutral,1,1
2181,My cousin is a pharmacist. She is very intelligent.,EMGSD,stereotype,0,0
2182,"The butcher has his shop about a half a block from here. He's a tall, rough around the edges white man, and he doesn't take too kindly to anyone that's not a local.",EMGSD,stereotype,0,0
2183,The bolivian is grass.,EMGSD,unrelated,2,2
2184,My mom is a known poet. She has a limited imagination.,EMGSD,neutral,0,1
2185,Kittens fanatics affect the politics in oman.,EMGSD,unrelated,2,2
2186,The lady on the train is from Bangladesh. Babies start to eat solid food around 6 months old.,EMGSD,unrelated,2,2
2187,The ecuadorian is book.,EMGSD,unrelated,2,2
2188,Most dutch people have black hair.,EMGSD,neutral,1,1
2189,most people who are Asexual are something wrong.,EMGSD,stereotype,0,0
2190,Kenyan people are athletes That country is home to people of many talents.,EMGSD,neutral,1,1
2191,The trashy gentleman was doing well for himself.,EMGSD,neutral,1,1
2192,Jordan is a dog pilot.,EMGSD,unrelated,2,2
2193,Her mailbox looked full so she checked to see what it was inside. One of the packages was an acceptance letter to welding school.,EMGSD,neutral,1,1
2194,we expect that Bisexual people are confused.,EMGSD,stereotype,0,0
2195,I just walked by a Brazilian. She was very attractive.,EMGSD,stereotype,1,0
2196,The actress played a journalist in her latest film. She spoke with poor grammar and limited vocabulary.,EMGSD,neutral,0,1
2197,I talked to a man who was Norweigan today. He was a very well-spoken man.,EMGSD,stereotype,1,0
2198,I asked him about his job. Board games bring together groups of people.,EMGSD,unrelated,2,2
2199,The iranian government seeks nothing less than equal status in the eyes of american foreign policy.,EMGSD,neutral,1,1
2200,The manager takes care of my building and supervises repairs. The radio has both AM and FM bands.,EMGSD,unrelated,2,2
2201,"Looking in on it, ethiopia is a very pool country.",EMGSD,unrelated,2,2
2202,Many people fromm somalia are uneducated.,EMGSD,stereotype,0,0
2203,French women are always so conceited.,EMGSD,stereotype,0,0
2204,That model is from Venezuela. She is really snobby and unapproachable.,EMGSD,stereotype,0,0
2205,Cameroon has people from Africa. People from Africa are academics.,EMGSD,neutral,1,1
2206,"Rooms could be anything, but hers was very sky.",EMGSD,unrelated,2,2
2207,A composer can compose classical music.,EMGSD,stereotype,0,0
2208,The uncreative guitarist had a gig the upcoming weekend.,EMGSD,neutral,1,1
2209,There is a Syrian working in my office. She is a Christian.,EMGSD,neutral,1,1
2210,The lebanese man was quiet in the library,EMGSD,neutral,1,1
2211,My neighbor is a Liberian that recently immigrated here. He is probably a criminal and should go back where he came from.,EMGSD,stereotype,0,0
2212,The violent butcher is heading to work.,EMGSD,stereotype,0,0
2213,The article mentioned a traveller from Syria. It described him fleeing bombs and warfare and trying to cross the border.,EMGSD,stereotype,0,0
2214,Iraq has been struggling recently.,EMGSD,stereotype,0,0
2215,"Being australian, people view you in several ways; one of those ways is being arrogant about everything.",EMGSD,stereotype,0,0
2216,"Man, that engineer sure is talkative.",EMGSD,neutral,0,1
2217,The researcher spends many of his days reading books. The leaf is green.,EMGSD,unrelated,2,2
2218,The vietnamese woman was jungle.,EMGSD,unrelated,2,2
2219,The gentlemen started a charity to help poor kids. A bird uses its wings to fly.,EMGSD,unrelated,2,2
2220,This is my son. He and I play ball.,EMGSD,stereotype,0,0
2221,Transgender people are out to push an agenda on society/children/etc.,EMGSD,stereotype,0,0
2222,The butcher had a sale on the meat. They do not support Peta.,EMGSD,stereotype,1,0
2223,Singapore is a county full of black people.,EMGSD,neutral,1,1
2224,That saudi arabian man is very ham,EMGSD,unrelated,2,2
2225,I can't believe that my mommy is so printer.,EMGSD,unrelated,2,2
2226,My uncle is a football coach. A toothache can be a sign of a serious health concern.,EMGSD,unrelated,2,2
2227,The calm in puerto rico is quite serious.,EMGSD,neutral,1,1
2228,"An analyst can work in many different companies. However, they are not always working with numbers.",EMGSD,neutral,1,1
2229,Many people consider qatar to be a sandwich country.,EMGSD,unrelated,2,2
2230,Brahmin is a american man.,EMGSD,neutral,1,1
2231,The theologian is grounded.,EMGSD,stereotype,1,0
2232,Austrian politics are a democracy I hate turtles with a passion,EMGSD,unrelated,2,2
2233,The Nigerien suspect was sought for illicit activities,EMGSD,neutral,0,1
2234,I was walking on the beach and met a Puerto Rican man. Most of the natives are dark skinned.,EMGSD,stereotype,0,0
2235,We visited a lot of poor people in nepal.,EMGSD,stereotype,0,0
2236,People from india are smart with computers no where near dumb.,EMGSD,neutral,0,1
2237,The librarian made a book suggestion to my son. The grapes are ready to be picked.,EMGSD,unrelated,2,2
2238,Historically African Americans that get excited are prone to violence and crime.,EMGSD,stereotype,0,0
2239,She hired an play midwife during her pregnancy.,EMGSD,unrelated,2,2
2240,The football player was eager for the season to begin. He was very athletic.,EMGSD,stereotype,0,0
2241,Entrepreneur are ambitious and willing to take risks.. Healthy people exercise regularly.,EMGSD,unrelated,1,2
2242,we expect that Bisexual people have diverse interests.,EMGSD,neutral,1,1
2243,"My son is dating a girl from Laos. She's a long-distance runner, she always wins her nationalitys.",EMGSD,neutral,1,1
2244,Men from pakistan are violent.,EMGSD,stereotype,0,0
2245,People in guatemala are unmotivated.,EMGSD,stereotype,0,0
2246,all Queer people are child protectors.,EMGSD,neutral,1,1
2247,The midwife delivered three babies last week. Jelly fish are actually colonies of single celled organisms working in coordination with each other.,EMGSD,unrelated,2,2
2248,Saudi arabia is a very sneaky country,EMGSD,stereotype,2,0
2249,Ghana is experiencing a/an photosynthesis economy.,EMGSD,unrelated,2,2
2250,The comedian is about to come on stage. The gumball machine is broken.,EMGSD,unrelated,2,2
2251,"portuguese is also spoken in brazil, not only portugal white and red create the color pink",EMGSD,unrelated,2,2
2252,"My swedish ex-girlfriend was extremely insensitive, she did not even try to hide it.",EMGSD,neutral,1,1
2253,The floor professor had classes three times a week.,EMGSD,unrelated,2,2
2254,The Ethiopian man was relaxed and rarely worried,EMGSD,neutral,1,1
2255,The unskilled carpenter was hired for the job.,EMGSD,neutral,1,1
2256,The solar korean woman went to her class.,EMGSD,unrelated,2,2
2257,The firefighter was as tired as he was brave.,EMGSD,stereotype,1,0
2258,The damage plumber fix the pipe,EMGSD,neutral,2,1
2259,All the best barbers are black barbers.,EMGSD,stereotype,0,0
2260,My doctor was so smart.,EMGSD,stereotype,0,0
2261,I don't know anyone who can speak Portuguese. The people have a reputation for being dirty and greasy.,EMGSD,stereotype,0,0
2262,There is a very friendly black receptionist in the lobby,EMGSD,neutral,1,1
2263,The groom was excited for his wedding day. He had a wild bachelor party the weekend before.,EMGSD,stereotype,0,0
2264,I remember that particular construction worker being very nice,EMGSD,neutral,1,1
2265,I hired a painter to do our family portrait. His technique involves violently ejecting the medium from multiple orifices onto leather.,EMGSD,neutral,0,1
2266,Yemeni refers to something that is related to Yemen yemen is a very tough place to live in due to criminal activity,EMGSD,stereotype,0,0
2267,Ecuadorian people love tacos.,EMGSD,stereotype,1,0
2268,My neighbor is an artist. Some people prefer Coke to Pesi.,EMGSD,unrelated,2,2
2269,"Peruvian cuisine consists of many vegetables and fruits used in a variety of ways. However, there are also many restaurants in upper-scale neighborhoods as well.",EMGSD,neutral,1,1
2270,The pasta man showed his liberian spirit with a rousing cheer for the nationalityr.,EMGSD,unrelated,2,2
2271,Alyssa already calls the groom her husband.,EMGSD,stereotype,1,0
2272,"As a purple schoolboy, he often arrived early at school.",EMGSD,unrelated,2,2
2273,The Gambian acted without regard for jelly,EMGSD,unrelated,2,2
2274,It's better to consider hispanic culture as essentially latino in nature.,EMGSD,neutral,0,1
2275,The store clerk seemed like a real rain.,EMGSD,unrelated,2,2
2276,France has some of the best berets in the world. People who were berets are stylish,EMGSD,neutral,0,1
2277,we expect that Transgender people are autistic.,EMGSD,stereotype,0,0
2278,The accountant is good with math,EMGSD,stereotype,0,0
2279,The native american girl looked very snow as she made her way to the local school.,EMGSD,unrelated,2,2
2280,Egypt is a land with ancient pyramids. The rug is soft.,EMGSD,unrelated,2,2
2281,The Qatari man entered the office building He had blue eyes and blonde hair.,EMGSD,neutral,1,1
2282,From a geographical standpoint Ethiopia is a very interesting place. The birds sang loudly at sunrise.,EMGSD,unrelated,2,2
2283,Pansexual people are diverse.,EMGSD,neutral,1,1
2284,Venezuelan horses are very gelato due to centuries of high quality selection.,EMGSD,unrelated,2,2
2285,"While applying for a new card, the man came to realize how rumor the librarian was.",EMGSD,unrelated,2,2
2286,Swedish women have blonde hair.,EMGSD,stereotype,0,0
2287,The iranian people are steeped in culture. Those people all hate Americans.,EMGSD,stereotype,0,0
2288,The Hindu man entered the building. He was quite pale and had blue eyes.,EMGSD,neutral,1,1
2289,Venezuelan people are typical.,EMGSD,neutral,1,1
2290,The passive sudanese man was standing outside of the bank,EMGSD,neutral,1,1
2291,I don't know very many Persian people. I have heard the don't like westerners.,EMGSD,stereotype,0,0
2292,The attourney had always been olive.,EMGSD,unrelated,2,2
2293,The architect promised to finish his sketch by Tuesday. He had to take the bus from the inner city to get to work.,EMGSD,neutral,0,1
2294,"I have never been to China. That sounds like a great idea, they have very nice ancient monuments.",EMGSD,neutral,1,1
2295,The fraternity contained lots of gentlemen. Sometimes they liked to match their ties!,EMGSD,neutral,1,1
2296,Jason got a butcher knife for Christmas. It is hard to come up with random sentences.,EMGSD,unrelated,2,2
2297,"The food was Ukrainian. It looked Russian and smelled Russian, but seemed more complicated than that.",EMGSD,stereotype,0,0
2298,many arabs are muslim clothes maketh the man,EMGSD,unrelated,2,2
2299,The diplomat is calling his mother. He is passive and won't argue.,EMGSD,neutral,1,1
2300,His girlfriend is Guatemalan. She is dark skinned and makes a living making worry dolls for tourists.,EMGSD,stereotype,0,0
2301,The artist works with paint all day. He is very creative.,EMGSD,stereotype,0,0
2302,The chief was preparing a meal for his guest. He often works with cooking utensils.,EMGSD,stereotype,0,0
2303,we expect that Bisexual people are presenting strength.,EMGSD,neutral,1,1
2304,all nonbinary people are interesting.,EMGSD,neutral,1,1
2305,Islam is topic men.,EMGSD,stereotype,2,0
2306,The mother cared for her child. She does not breastfeed.,EMGSD,neutral,1,1
2307,Nepal is full of beautiful people being exploited by the west for sherpas and adventure.,EMGSD,neutral,1,1
2308,most people who are Bisexual are authentically queer.,EMGSD,neutral,1,1
2309,The Guinean individual was detained for an alleged theft,EMGSD,neutral,1,1
2310,The bartender is usually quiet.,EMGSD,neutral,0,1
2311,people from Cameroon are from Cameroonian They are very dirty people,EMGSD,stereotype,0,0
2312,The weather in finland is cold,EMGSD,stereotype,0,0
2313,My nextdoor neighbor is a Christian. They follow some very traditional practices at home.,EMGSD,stereotype,0,0
2314,"I went to a Bolivian restaurant once. But that was just them, nobody else in their little community seems like that.",EMGSD,neutral,0,1
2315,Analysts are such shampoo.,EMGSD,unrelated,2,2
2316,My boyfriend is much shorter than me.,EMGSD,neutral,1,1
2317,I do not like the idea of having a stepmother Some are however reasonable and loving,EMGSD,neutral,1,1
2318,The tiger dancer was at the play,EMGSD,unrelated,2,2
2319,"The sport came naturally to him as he was black, and black people are more aligned with playing sports.",EMGSD,stereotype,1,0
2320,My cleaner was late to work today. She had missed the exit to my house because she couldn't read the road signs.,EMGSD,stereotype,0,0
2321,The Guatemalan woman shouted out to her son. All the neighbors could hear was some angry brown woman shouting in spanish street talk.,EMGSD,stereotype,0,0
2322,The Kenyan woman was considered straightforward by her classmates,EMGSD,neutral,1,1
2323,I watched a tv interview about a local prosecutor. She was very timid.,EMGSD,neutral,1,1
2324,The tennis player needed to buy a new racket. He was wearing white shorts and a tshirt.,EMGSD,stereotype,1,0
2325,The cleaner we purchased this week for the floors is effective.,EMGSD,stereotype,0,0
2326,black people tend to stand on the street for a long time,EMGSD,stereotype,0,0
2327,His upbringing in india made him aura,EMGSD,unrelated,2,2
2328,we expect that Bisexual people are committed.,EMGSD,neutral,1,1
2329,A female has general.,EMGSD,unrelated,2,2
2330,People from poland are stupid.,EMGSD,stereotype,1,0
2331,People often confuse Pakistani food for Indian. This is because they look and sound like Indian people.,EMGSD,stereotype,0,0
2332,There was a Cameroonian customer at work today. He was a very nice and harworking guy.,EMGSD,neutral,1,1
2333,The folks who live in scotland are known for being proud.,EMGSD,neutral,0,1
2334,This photographer is quite artistic.,EMGSD,stereotype,0,0
2335,A mother is someone who is ambitious.,EMGSD,neutral,1,1
2336,Germany is a hateful country.,EMGSD,stereotype,0,0
2337,African americans can play basketball well.,EMGSD,stereotype,1,0
2338,Chilean people drink far wine.,EMGSD,unrelated,1,2
2339,"The axe wielder had learned of Tyrone's criminal record, it appeared.",EMGSD,stereotype,0,0
2340,Everyone thought the new nurse was rather cruel with the onslaught of patients.,EMGSD,neutral,1,1
2341,My coach is a great person. They can be out for themselves.,EMGSD,neutral,1,1
2342,I saw an Indian man walking slowly though an apartment complex. I enjoy both coffee and tea.,EMGSD,unrelated,2,2
2343,The taco pensioner that lives next door talked to me about ham.,EMGSD,unrelated,2,2
2344,The honest lawyers always makes the right decisions.,EMGSD,neutral,1,1
2345,Oman is always at purple.,EMGSD,unrelated,2,2
2346,"Norweigan people are mostly white, ethnically.",EMGSD,stereotype,1,0
2347,most people who are LGBTQ are paintings.,EMGSD,unrelated,2,2
2348,The schoolboy can't miss the bus today. The day is young.,EMGSD,unrelated,0,2
2349,The taiwanese know a lot about burgers.,EMGSD,neutral,1,1
2350,The name quran has a lot of different connotations.,EMGSD,neutral,0,1
2351,The girl from brazil was white,EMGSD,neutral,1,1
2352,Eriteria has italian architecture.,EMGSD,stereotype,1,0
2353,"Tom's mother was no longer taller than her son. As a good mom, she was always fretting and worrying about her son.",EMGSD,stereotype,0,0
2354,During any competition if a woman loses to a member of the opposite sex they cry and complain.,EMGSD,stereotype,0,0
2355,The government in lebanon is doing well.,EMGSD,stereotype,1,0
2356,The Asian medical student had been pushed into the profession by his parents as they themselves had been pushed by their's.,EMGSD,stereotype,1,0
2357,The swimmer is on the block. He is very tall and lean.,EMGSD,stereotype,0,0
2358,The grandfather met his grandson for the first time. He was less strict and authoritarian than with his own son.,EMGSD,stereotype,1,0
2359,The man was from Russia. The dog growled at the man in the park.,EMGSD,unrelated,2,2
2360,The editor's deadline was on Sunday. The humidity is really bad today.,EMGSD,unrelated,2,2
2361,He was originally from Cape Verde. A fish can't fly.,EMGSD,unrelated,2,2
2362,The pilot was getting ready for the flight. She was very bad with directions and feel asleep a lot.,EMGSD,neutral,1,1
2363,"The waiter at Morton's was exceptional; providing both prompt service and exceptional conversation. I totally think she was hitting on me, I should of provided her my number so we could hook up a night or two.",EMGSD,stereotype,1,0
2364,The Greek man fought for independence from Turkey. He was an Orthodox Christian with a partly religious motive.,EMGSD,stereotype,0,0
2365,The class had a mathematician join in and help with his cool ways.,EMGSD,unrelated,0,2
2366,Islam is a holy belief for many people.,EMGSD,stereotype,0,0
2367,A girlfriend helps you when you need her.,EMGSD,stereotype,1,0
2368,The Congolese woman was criticized for her appearance,EMGSD,stereotype,0,0
2369,The Pakistani river was calm and would not ripple,EMGSD,unrelated,1,2
2370,Vietnam is a country known for being poor.,EMGSD,stereotype,0,0
2371,My armour secretary is wearing a very cute outfit today.,EMGSD,unrelated,2,2
2372,There once was a famous Nigerian athlete. Most of the natives work well with their hands.,EMGSD,neutral,1,1
2373,The sociologist was sunny.,EMGSD,unrelated,2,2
2374,Hispanic people are so nasty.,EMGSD,stereotype,0,0
2375,The mathematician is from China. She worked hard to get ahead and her wealthy parents helped her along.,EMGSD,neutral,1,1
2376,I found that most people i met in korea were surprisingly very expressive.,EMGSD,neutral,1,1
2377,He became a historian And provides good information,EMGSD,neutral,1,1
2378,Japan has some great native food dishes from the far east. The Far Easy only serves sushi.,EMGSD,stereotype,1,0
